statement,source,link,veracity,text,class
"Says a ""recent analysis"" showed that 91 percent of Deferred Action for Childhood Arrivals (DACA) recipients are employed, in school or serving in the military.",Julián Castro,/web/20180213195651/http://www.politifact.com/texas/statements/2018/jan/10/julian-castro/julian-castro-daca-recipients-employed-school-mili/,Mostly True,say recent analysis show 91 percent deferred action childhood arrival daca recipient employ school serve military,1
"When President Barack Obama ""signed the executive order (on DACA, he) actually said he doesn't have the right to do this.""",Donald Trump,/web/20180213195651/http://www.politifact.com/truth-o-meter/statements/2018/jan/09/donald-trump/obama-hedged-didnt-say-he-lacked-legal-right-daca/,Mostly False,president barack obama sign executive order daca actually say doesn t right ,0
"""GDP is booming. Let’s spread the prosperity to the middle class with big #TaxCuts. Our #TaxReform package doubles standard deduction, brings $$$ back home, and reduces rates for ALL taxpayers. We will #MAGA.""",Lou Barletta,/web/20180119081744/http://www.politifact.com/pennsylvania/statements/2017/dec/06/lou-barletta/pa-rep-lou-barletta-overstates-benefits-house-tax-/,Mostly False, gdp boom let spread prosperity middle class big   taxcut   taxreform   package double standard deduction bring home reduce rate taxpayer   maga ,0
"Wisconsin's Lincoln Hills youth prison has a ""66 percent recidivism rate,"" while ""states like Missouri, that have more of a regional model -- 8 percent.""",Gordon Hintz,/web/20180119081744/http://www.politifact.com/wisconsin/statements/2017/dec/06/gordon-hintz/recidivism-rate-wisconsins-lincoln-hills-youth-pri/,Mostly False,wisconsin s lincoln hills youth prison 66 percent recidivism rate state like missouri regional model 8 percent ,0
"""Only 20 percent of our current graduates from Texas high schools go ahead and achieve either a national certificate or a community college degree -- or a college degree.""",Tom Luce,/web/20180119081744/http://www.politifact.com/texas/statements/2017/dec/05/tom-luce/tom-luce-understates-share-texas-students-succeedi/,Mostly False, 20 percent current graduate texas high school ahead achieve national certificate community college degree college degree ,0
"""Breaking: federal judge grants permission to subpoena Trump.""",news.groopspeak.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/05/newsgroopspeakcom/no-judge-grant-subpoena-president-donald-trump/,False, break federal judge grant permission subpoena trump ,0
"""Tennessee GOP twitter taken down after tweet exposing Pelosi involved in pedophilia.""",PuppetStringNews.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/05/puppetstringnewscom/fake-russian-twitter-account-center-fake-tweet-abo/,Pants on Fire!, tennessee gop twitter take tweet expose pelosi involve pedophilia ,0
"""Hillary Clinton lied many times to the FBI.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/dec/05/donald-trump/donald-trump-falsely-claims-hillary-clinton-lied-f/,False, hillary clinton lie time fbi ,0
"""The violent crime rate has risen, and the homicide rate has risen by more than 20 percent in just two years, really after 30 years of decline in violent crime.""",Jeff Sessions,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/dec/04/jeff-sessions/violent-crime-some-still-well-historical-highs/,Mostly True, violent crime rate rise homicide rate rise 20 percent year 30 year decline violent crime ,1
These guys are now pretty much living up to the @BruceRauner standard. And falling dismally short of the @MittRomney standard. Even Romney released his full tax returns.,Daniel Biss,/web/20180119081744/http://www.politifact.com/illinois/statements/2017/dec/04/daniel-biss/biss-accurate-sarcastic-tax-hit-opponents-pritzker/,True,guy pretty live brucerauner standard fall dismally short mittromney standard romney release tax return,1
"Says that ""perpetrators of domestic violence accounted for 54% of mass shootings between 2009 and 2016, according to the advocacy group Everytown for Gun Safety.""",Eddie Rodriguez,/web/20180119081744/http://www.politifact.com/texas/statements/2017/dec/02/eddie-rodriguez/domestic-violence-not-confirmed-precursor-mass-sho/,False,say perpetrator domestic violence account 54 mass shooting 2009 2016 accord advocacy group everytown gun safety ,0
"""Simply being in this country without documentation is not a crime""",Kathy Sheehan,/web/20180119081744/http://www.politifact.com/new-york/statements/2017/dec/01/kathy-sheehan/being-undocumented-immigrant-us-not-crime/,Mostly True, simply country documentation crime,1
"""Prince Harry says Donald Trump is not welcome at his wedding: ‘Trump is a serious threat to human rights.’ """,Nova magazine,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/dec/01/nova-magazine/prince-harry-never-said-donald-trump-wasnt-welcome/,Pants on Fire!, prince harry say donald trump welcome wedding ' trump threat human right ' ,0
"Says the tax bill ""is going to cost me a fortune, this thing -- believe me. Believe me, this is not good for me.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/30/donald-trump/will-gop-tax-bill-cost-donald-trump-fortune-no/,False,say tax bill go cost fortune thing believe believe good ,0
"""For years, they have not been able to get tax cuts -- many, many years, since Reagan.""",Donald Trump,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/30/donald-trump/donald-trump-wrong-no-tax-cuts-passed-reagan/,Pants on Fire!, year able tax cut year reagan ,0
"""If you don't pay income taxes ... you'll have more money"" under the Republican tax plan.",Tim Scott,/web/20180119081744/http://www.politifact.com/truth-o-meter/statements/2017/nov/29/tim-scott/if-you-pay-no-taxes-will-you-end-more-money-under-/,False, don t pay income taxis ll money republican tax plan,0
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,/web/20180119081744/http://www.politifact.com/punditfact/statements/2017/nov/29/religionmindcom/fake-news-girls-saudi-arabia-will-be-beheaded-danc/,Pants on Fire!, saudi arabia behead 6 school girl male friend parent guardian,0
"""Saudi Arabia to Behead 6 School Girls for Being With Their Male Friends Without Parents or a Guardian""",religionmind.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/29/religionmindcom/fake-news-girls-saudi-arabia-will-be-beheaded-danc/,Pants on Fire!, saudi arabia behead 6 school girl male friend parent guardian,0
"Singer Tina Turner: ""This Thanksgiving Is The First Time in 8 Years That I am Thankful For Our President, God Bless Him And His Supporters.""",dailynewsforamericans.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/29/dailynewsforamericanscom/no-evidence-tina-turner-thankful-donald-trump/,Pants on Fire!,singer tina turner thanksgiving time 8 year thankful president god bless supporter ,0
"Says Joe Scarborough is party to an ""unsolved mystery"" from his time as a congressman in Florida.",Donald Trump,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/29/donald-trump/donald-trumps-pants-fire-unsolved-mystery-attack-j/,Pants on Fire!,say joe scarborough party unsolved mystery time congressman florida,0
"Wisconsin has ""the fastest-shrinking middle class in the country.""",Mahlon Mitchell,/web/20180119142313/http://www.politifact.com/wisconsin/statements/2017/nov/29/mahlon-mitchell/its-close-wisconsin-doesnt-have-fastest-shrinking-/,Mostly False,wisconsin fast shrink middle class country ,0
"Says Alabama Senate candidate Doug Jones ""wants to raise taxes.""",Donald Trump,/web/20180119142313/http://www.politifact.com/truth-o-meter/statements/2017/nov/28/donald-trump/donald-trump-falsely-claims-doug-jones-wants-raise/,Mostly False,say alabama senate candidate doug jones want raise taxis ,0
"""Melania Trump: 'If ISIS Lays a finger on Barron, I’ll scratch Obama’s eyes out.' """,YourNewsWire.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/28/yournewswirecom/no-proof-melania-trump-said-if-isis-harms-her-son-/,Pants on Fire!, melania trump isis lay finger barron scratch obama eye ,0
"Among states, Missouri ranks ""3rd (in) average yearly growth of high-tech industries.""",Missouri Department of Economic Development,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/27/missouri-department-economic-development/missouris-growth-high-tech-industries-mostly-line-/,Mostly True,state missouri rank 3rd average yearly growth high tech industry ,1
"""President Trump just saved Christmas for 13 million retirees.""",Reaganwasright,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/27/reaganwasright/fake-news-says-trump-sending-stimulus-money-retire/,Pants on Fire!, president trump save christmas 13 million retiree ,0
"""Southwest Airlines celebrating 50th anniversary by providing 2 free tickets to everyone!""",soutwest-air.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/27/soutwest-aircom/offer-free-tickets-southwest-airlines-scam/,Pants on Fire!, southwest airline celebrate 50th anniversary provide 2 free ticket ,0
"""Satanists have teamed up with the ACLU and Planned Parenthood in Missouri to roll back the rights of the unborn.""",Ann Wagner,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/24/ann-wagner/satanic-temple-has-not-teamed-planned-parenthood-o/,False, satanist team aclu plan parenthood missouri roll right unborn ,0
"Says Josh Hawley ""broke his promise to create a Public Corruption Unit to crack down on the pay-to-play culture of Jefferson City.""",Claire McCaskill,/web/20180119142313/http://www.politifact.com/missouri/statements/2017/nov/24/claire-mccaskill/mccaskills-campaign-says-hawley-broke-his-promise-/,Mostly False,say josh hawley break promise create public corruption unit crack pay play culture jefferson city ,0
"""Wisconsin's driver licenses and identification (ID) cards are currently the most secure in the nation.""",Wisconsin Department of Transportation,/web/20180119142313/http://www.politifact.com/wisconsin/statements/2017/nov/24/wisconsin-department-transportation/are-wisconsins-driver-licenses-most-secure-nation-/,True, wisconsin s driver license identification d card currently secure nation ,1
"The North Carolina bathroom bill ""was really never repealed.""",Pat McCrory,/web/20180119142313/http://www.politifact.com/north-carolina/statements/2017/nov/22/pat-mccrory/former-nc-gov-says-state-hasnt-really-repealed-con/,Mostly False,north carolina bathroom bill repeal ,0
"""Pope Francis at Mass: ‘Jesus is Metaphorical, Not Literal.""",YourNewsWire.com,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/22/yournewswirecom/no-proof-pope-francis-said-jesus-metaphorical/,Pants on Fire!, pope francis mass ' jesus metaphorical literal ,0
"""Civil war erupts in Sweden as irate Swedes burn nine Muslim refugee centers to the ground""",Pipo News,/web/20180119142313/http://www.politifact.com/punditfact/statements/2017/nov/21/pipo-news/fake-news-civil-war-erupts-sweden/,False, civil war erupt sweden irate swede burn muslim refugee center ground,0
"""‘The largest bust in U.S. history’ 412 Muslims arrested from Michigan!""",Freshmedianews.com,/web/20180119155920/http://www.politifact.com/punditfact/statements/2017/nov/21/freshmedianewscom/misleading-headline-says-412-michigan-muslims-bust/,False, ' large bust u s history ' 412 muslim arrest michigan ,0
